rews,2,2,2,1,3,2,1,1,2,2,2,2,3,2,2,2,3,3,3,2,1,2,2,2,2,3,1,2,2,1,3,1,3,2,3,3,1,2,3,3,1,3,1,2,2,2,3,1,2,2,2,2,4,2,2,2,1,3,2,3,2,2,4,2,2,2,1,3,2,2,3,2,2,1,2,3,2,2,2,3,2,2,2,3,2,3,2,3,2,2,2,1,2,2,2,2,3,2,2,2,2.13
pots,1,3,2,1,2,1,1,1,2,1,2,2,3,1,2,2,3,3,2,3,1,1,2,2,2,2,1,2,2,1,3,2,2,2,3,3,1,2,3,3,1,3,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,3,2,3,2,2,4,1,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,3,2,3,2,2,1,1,3,1,1,2,2,2,2,2,2,1,1.88
rews,4,4,2,3,3,2,2,3,3,3,2,1,2,4,2,2,1,4,2,3,2,3,2,2,1,3,2,2,2,2,2,1,2,2,3,2,4,3,3,2,1,3,2,3,2,1,2,2,3,2,2,3,3,3,3,3,2,2,2,3,2,3,2,2,3,2,3,3,2,1,2,3,3,3,3,2,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,4,2,2,2,2,3,2,3,3,2.43
pots,3,2,1,3,2,2,2,2,2,1,2,2,3,2,2,1,2,4,3,2,2,3,2,2,1,3,3,1,2,3,1,2,1,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2,3,1,2,3,3,2,2,3,2,2,3,3,2,3,2,2,3,2,1,2,3,1,2,1,1,1,2,3,3,2,2,1,2,3,2,2,1,2,2,2,4,1,2,2,2,3,1,3,2,2.09
rews,3,2,1,1,3,2,2,3,2,1,2,2,3,2,3,3,3,2,5,3,4,3,1,3,3,3,4,2,2,2,3,3,3,3,4,3,3,4,3,2,3,2,2,3,1,3,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,1,3,3,2,2,3,3,2,2,2,3,4,3,2,3,2,3,3,3,2,2,2,3,1,2,4,3,2,1,2,4,3,3,3,2,1,1,2.44
pots,3,2,1,2,2,3,2,3,2,3,2,2,3,2,2,1,2,1,1,2,3,2,2,3,2,2,3,1,4,1,2,2,3,3,2,3,2,2,2,2,3,2,2,2,3,2,2,3,1,2,2,2,2,2,2,1,3,1,1,2,1,4,1,1,2,2,2,2,3,2,3,3,2,2,4,3,1,2,2,3,1,2,1,2,2,2,2,2,3,3,2,3,2,1,2,3,3,2,2,2,2.14
rews,1,2,2,3,2,4,2,3,3,3,1,3,2,2,2,2,2,3,2,3,3,2,4,2,2,2,2,3,3,3,2,4,3,3,3,2,1,3,2,2,2,2,2,2,3,2,2,2,3,3,2,4,1,3,3,2,2,2,3,2,3,1,2,1,3,3,1,3,2,2,3,3,3,3,2,3,2,3,2,1,2,1,2,4,2,1,2,4,2,2,4,3,2,2,3,2,2,2,2,2,2.37
pots,1,2,1,2,1,4,3,3,2,3,1,2,1,2,2,2,2,1,1,2,2,2,4,1,2,2,2,3,1,1,2,1,2,3,3,2,2,3,2,2,1,3,2,2,2,2,3,3,3,3,2,4,3,2,2,2,2,3,2,2,3,2,2,2,3,1,2,2,2,1,3,2,3,2,2,3,3,3,2,2,3,1,2,3,2,2,2,2,2,3,3,2,1,2,3,3,2,1,1,3,2.16
rews,2,3,2,3,2,3,2,4,2,2,2,3,3,3,3,2,4,3,2,4,2,2,1,3,2,3,2,2,2,4,2,3,4,1,2,2,2,2,4,3,3,3,3,2,3,3,2,2,2,3,2,2,3,2,2,3,3,1,3,3,2,2,1,3,2,3,3,2,2,2,1,3,2,3,3,2,1,2,1,3,2,2,1,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,3,2,2.4
pots,2,2,2,3,3,2,2,1,1,2,2,2,1,4,3,2,2,3,3,4,2,2,1,3,3,2,2,2,1,4,2,2,4,2,1,2,2,2,1,3,3,3,1,2,3,3,3,2,2,3,2,2,1,2,3,3,2,2,3,3,2,1,1,3,2,2,2,2,2,1,1,3,2,3,1,2,2,3,2,2,2,1,2,1,2,3,1,2,3,3,2,2,2,2,3,3,2,2,3,2,2.19
rews,2,4,2,4,1,3,2,2,2,3,4,2,2,4,2,4,3,3,3,3,2,2,2,1,2,2,2,2,1,3,2,2,3,2,1,2,4,3,4,2,2,2,2,1,3,2,3,3,3,4,3,3,2,1,2,2,3,2,3,2,2,2,2,3,3,3,2,3,3,1,3,2,3,2,2,3,3,2,3,2,1,2,3,2,4,2,1,3,3,2,2,3,2,2,3,3,2,2,2,2,2.42
pots,1,1,3,4,1,3,3,2,2,3,4,2,1,4,1,4,3,3,2,2,2,1,1,3,2,2,2,2,1,2,2,2,1,2,2,2,4,1,4,2,2,2,1,1,2,2,3,2,2,4,2,3,1,2,2,2,3,2,2,2,2,3,1,3,1,2,1,3,3,3,3,2,2,2,2,1,3,2,3,2,1,1,2,2,1,2,2,3,3,2,1,1,3,3,3,2,1,2,2,2,2.14
rews,2,2,3,4,3,3,3,2,3,2,2,1,1,3,2,3,2,2,1,2,2,1,2,2,4,2,2,2,2,3,2,1,2,2,2,3,2,2,3,2,2,3,3,1,2,3,2,1,3,3,3,2,3,1,2,2,3,2,2,3,2,3,5,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,1,2,2,2,4,3,3,3,2,2,4,2,3,2,1,2,2,2,2,2,2,2,2.27
pots,1,2,1,1,3,2,3,2,2,2,3,2,2,3,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,1,3,3,1,3,2,1,1,2,3,3,2,3,2,2,1,1,2,2,3,3,3,3,2,2,1,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,4,2,3,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2.08
rews,3,2,2,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,1,2,0,2,1,4,3,2,3,4,3,1,2,1,3,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,1,3,1,2,3,2,4,3,2,3,3,2,2,3,2,1,2,2,3,3,2,2,3,2,3,2,2,3,4,3,3,2,2,4,3,2,2,2,3,4,2,3,2,3,3,3,1,2.38
pots,2,2,2,2,1,3,3,3,1,2,2,1,2,3,3,3,3,2,3,2,1,2,3,2,3,1,3,2,3,3,2,1,2,1,3,2,2,2,1,2,1,1,2,1,2,2,3,2,3,3,2,3,2,3,3,2,2,1,2,3,1,2,3,3,2,1,2,2,2,2,2,3,1,2,1,3,2,2,1,2,3,1,2,3,3,2,3,2,2,1,2,1,4,2,3,2,2,2,2,1,2.11
rews,3,2,3,2,1,3,3,3,2,3,2,2,2,2,2,2,4,3,1,2,2,3,2,3,3,2,2,2,2,3,3,2,3,3,3,1,2,1,3,2,3,2,3,2,2,2,1,2,2,3,2,2,2,2,4,3,2,2,2,3,3,1,3,2,1,4,3,1,2,1,2,3,2,2,3,3,2,1,2,3,2,2,2,5,2,2,2,2,2,3,2,2,3,2,1,3,2,2,3,1,2.29
pots,3,2,2,2,1,3,2,3,2,1,1,2,3,2,2,1,4,3,2,2,3,3,2,3,2,2,2,2,2,1,2,2,3,3,2,3,1,3,3,2,3,3,3,2,3,2,2,2,2,3,2,2,2,1,4,2,1,1,2,2,3,1,1,3,1,2,1,2,2,2,2,3,2,2,3,2,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,3,2,1,1,2.15
rews,3,1,2,2,3,3,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,3,4,3,2,3,3,1,1,2,2,3,2,2,1,1,2,3,2,3,2,2,3,2,2,3,2,2,2,4,3,2,2,3,4,3,2,2,1,3,2,1,2,2,2,2,2,3,3,2,4,3,1,2,4,2,1,2,1,3,1,2,2,2,3,3,2,1,2,1,3,3,3,2,2,1,2,3,3,2.29
pots,3,2,2,1,1,3,3,2,2,2,2,4,3,2,3,2,2,1,2,2,2,3,3,1,3,2,1,2,1,3,2,3,3,2,2,1,2,1,3,2,2,2,1,3,1,2,1,2,2,2,1,2,2,2,3,4,3,3,3,2,2,4,2,2,3,2,2,2,3,2,1,1,3,3,3,2,2,2,2,3,1,2,2,1,2,3,3,2,1,2,1,2,2,3,1,2,2,2,3,3,2.15
rews,4,1,1,3,2,1,1,2,3,3,1,2,1,2,2,2,2,2,2,3,1,2,2,2,2,3,2,3,2,2,2,1,2,4,3,3,3,3,3,2,2,2,1,2,2,3,4,2,1,2,3,2,2,2,3,1,2,3,3,2,2,4,3,3,3,2,2,2,2,2,1,3,2,3,1,2,3,2,1,2,3,3,2,3,3,2,1,4,3,3,2,2,3,2,3,3,2,2,3,2,2.27
pots,4,1,1,2,2,1,2,1,3,3,2,2,3,2,3,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,2,1,3,2,2,2,2,3,3,2,3,2,2,2,2,3,4,2,1,2,3,2,2,3,3,1,3,2,2,2,2,4,2,2,2,1,2,1,2,2,2,3,2,3,2,2,2,2,1,1,2,3,2,4,3,2,2,3,2,3,2,2,1,2,3,3,2,2,3,2,2.18
rews,3,3,2,2,1,2,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,3,3,2,1,3,3,2,4,2,2,2,2,2,1,2,2,3,2,3,2,1,4,2,3,3,2,2,2,1,2,4,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,1,3,2,2,3,2,2,3,2,3,2,3,2,3,2,1,3,3,2,2,2,2,3,3,2,2,2,3,2.42
pots,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,4,1,1,1,3,2,2,2,2,2,2,1,2,1,1,2,3,1,2,3,1,2,1,1,3,2,3,2,1,2,3,3,3,2,2,3,3,4,3,1,3,2,2,2,2,2,2,2,1,2,1,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,3,2,1,2,2,2,2.22
rews,1,2,1,2,3,3,4,3,3,2,2,4,3,3,2,2,2,3,3,3,1,3,2,3,2,2,1,3,2,2,2,3,2,2,2,3,3,3,2,2,2,1,2,4,3,2,2,2,2,3,2,2,1,3,3,3,1,3,3,2,2,2,2,2,3,2,2,2,4,3,3,2,1,3,1,2,4,5,2,2,2,3,1,2,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,1,2.36
pots,3,1,1,1,1,1,2,2,2,2,1,3,1,2,3,2,1,2,2,1,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,3,2,2,2,2,2,2,3,2,3,2,2,4,2,3,2,2,2,3,2,2,1,2,3,2,2,2,3,2,3,2,1,2,2,1,2,2,2,3,3,3,3,3,1,3,3,2,3,2,3,1,3,2,2,2,2,3,2.12
rews,2,2,2,2,3,2,3,1,4,2,3,3,2,2,3,2,2,4,3,2,3,3,2,2,1,3,2,2,1,3,4,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,1,1,2,3,3,3,3,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3,3,2,3,1,4,1,2,3,2,2,2,2,3,2,3,2,3,1,2,2,2,2,2,3,2,3,3,2,3,1,3,2,2.32
pots,2,3,2,2,3,2,3,4,3,2,3,3,2,2,2,2,1,4,1,2,3,3,2,3,1,3,2,2,3,3,4,2,1,3,2,1,1,2,2,3,1,2,2,1,2,3,2,3,1,3,1,2,3,3,3,2,2,1,2,2,2,2,3,1,2,3,2,2,3,2,1,1,4,1,3,1,2,2,2,2,3,2,1,4,3,1,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2.2
rews,2,3,3,2,3,3,2,3,2,1,2,2,2,3,2,1,3,3,2,4,3,2,3,2,2,4,1,2,3,3,2,2,1,4,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,4,2,2,3,3,2,2,1,2,1,2,3,3,3,3,1,3,3,3,2,1,2,3,2,2,2,3,2,3,1,2,4,2,2,2,1,3,3,2,2,3,3,3,3,3,3,2.38
pots,2,3,3,2,1,2,2,3,2,3,2,2,2,3,2,3,3,2,3,4,2,3,3,1,2,3,2,2,2,1,2,2,1,3,3,3,2,2,2,2,2,3,4,3,2,3,2,2,2,3,2,2,2,2,4,2,1,3,3,2,2,2,1,2,3,3,3,3,3,1,3,3,3,2,1,2,3,1,1,1,2,2,1,3,2,4,2,1,2,1,4,3,2,2,2,2,3,1,3,3,2.29
rews,1,3,1,1,3,3,2,3,3,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2,3,1,3,4,2,2,1,3,2,3,2,2,3,2,2,3,3,2,2,1,3,3,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,3,3,2,2,3,3,3,3,2,2,3,2,2,3,3,2,4,2,2,4,2,3,3,1,2,2,2.31
pots,3,3,1,3,3,2,2,3,2,2,3,2,3,2,3,2,1,2,3,3,3,3,3,2,3,1,3,2,2,2,1,3,1,3,2,1,3,3,2,3,3,2,2,1,3,3,1,2,3,3,1,3,2,3,3,2,2,2,2,3,3,2,1,3,2,3,2,3,2,3,3,2,2,3,2,2,1,2,3,3,3,3,2,2,1,2,2,3,3,3,4,2,1,4,2,2,3,2,1,1,2.33
rews,2,3,4,2,2,3,2,2,4,3,4,3,3,1,2,2,1,3,3,4,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,1,3,3,4,3,2,3,2,2,3,2,3,2,3,3,1,2,1,2,1,3,2,2,2,1,3,3,4,3,1,2,2,1,2,2,2,2,3,2,3,3,2,3,2,2,3,2,1,2,1,3,2,3,2,2,2,3,3,4,2,2,3,2,1,2.35
pots,2,2,4,1,2,3,3,1,3,3,1,3,3,2,2,1,1,3,2,3,1,2,1,2,3,2,2,2,3,2,2,2,2,3,2,3,1,3,1,2,2,2,3,2,2,4,2,3,1,3,3,2,2,2,4,2,1,2,2,1,1,1,3,4,1,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,2,3,3,1,2,1,3,1,3,2,2,2,3,1,4,2,3,3,3,2,2.2
rews,4,2,2,3,2,3,2,1,2,3,2,2,4,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,2,4,2,2,3,2,2,3,1,2,2,2,2,3,3,3,2,1,3,3,2,3,2,2,3,1,4,2,2,3,3,1,2,3,3,3,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,3,1,3,2,2,3,3,2,2.34
pots,4,2,2,2,2,3,2,3,2,2,2,1,3,2,3,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,3,2,2,3,3,1,2,2,3,2,3,2,1,2,3,3,3,3,2,2,3,2,3,3,1,2,2,2,2,2,1,1,3,1,2,1,2,1,2,2,1,3,3,3,2,3,2,2,1,3,3,3,2,3,3,2,1,2,3,3,2,2.23
rews,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,3,3,3,1,3,2,2,4,1,3,2,2,2,2,2,3,3,4,3,2,2,2,3,3,2,3,2,2,1,2,3,3,2,2,2,2,1,2,3,1,3,2,2,3,1,2,2,2,3,2,2,2,2,2,2,3,3,1,2,3,3,2,3,2,3,2,4,2,1,4,2,3,3,2,3,2,3,2,3,2,2.33
pots,3,1,3,2,3,2,2,2,1,2,3,1,1,2,3,2,1,3,3,2,3,3,3,2,3,3,2,4,3,3,2,2,3,2,3,3,2,4,3,2,3,1,3,3,2,3,2,2,1,2,2,3,2,1,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,1,1,3,4,3,2,3,2,2,3,2,1,2.32
rews,2,3,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,1,2,2,1,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,1,3,3,3,2,2,3,3,2,2,3,1,3,2,1,1,3,3,2,3,2,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,3,3,2,2,3,3,1,2,2,1,3,2,2,2,2,1,2,2,2,2,2,3,3,3,2.33
pots,3,2,3,1,3,2,2,3,2,3,2,3,2,3,1,3,2,2,2,3,2,2,2,2,1,1,2,1,3,2,2,3,1,2,1,3,2,2,1,3,2,3,4,3,3,4,3,2,1,2,3,3,3,2,2,3,3,3,3,3,1,2,3,2,3,2,2,3,3,2,1,2,2,2,2,3,2,3,2,2,2,3,2,2,2,1,3,2,1,2,2,1,2,2,2,2,2,2,3,1,2.23
rews,3,2,3,2,3,3,1,2,2,3,1,2,2,2,4,1,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,2,4,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,4,2,2,2,2,3,1,2,2,4,2,2,1,3,2,4,2,2,3,4,2,2,1,2,2,2,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,3,2,2,2.35
pots,4,2,3,2,2,3,3,1,3,1,2,2,2,2,3,1,1,2,2,3,2,3,2,3,2,3,2,3,3,1,3,1,2,4,3,3,2,1,3,2,2,2,3,2,2,2,3,3,3,3,2,3,2,1,2,2,0,2,3,2,2,3,2,2,2,3,2,2,3,3,3,2,2,2,3,4,2,3,3,2,1,3,2,3,3,2,2,3,3,3,3,2,2,3,1,3,2,2,2,1,2.32
rews,3,2,3,2,2,3,1,2,2,2,4,2,3,2,3,3,2,2,1,3,3,2,3,2,2,2,2,2,3,2,1,2,2,3,2,3,2,3,3,2,2,3,1,2,2,3,3,3,2,2,2,1,4,3,3,1,2,1,2,3,1,3,2,1,2,3,2,1,3,3,2,2,2,3,4,3,1,4,3,2,2,3,3,2,1,2,1,2,3,3,3,2,3,3,3,2,3,3,3,2,2.34
pots,2,1,2,2,2,2,2,2,2,3,4,2,4,2,2,3,4,3,1,3,3,3,2,3,1,2,2,2,3,2,2,2,1,3,2,3,4,2,2,1,2,3,2,2,2,2,3,3,3,2,1,3,4,2,3,2,2,1,2,1,2,1,2,2,2,2,2,1,2,3,2,2,3,3,2,2,1,2,3,2,2,3,3,3,3,2,1,2,3,3,3,2,3,2,2,2,2,2,3,2,2.27
rews,2,2,3,2,2,2,3,4,1,2,2,1,2,4,3,2,4,2,2,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,2,3,1,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,3,2,2,4,1,3,1,2,3,2,3,2,4,1,2,2,3,2,2,2,1,2,2,3,3,2,3,3,3,1,3,1,2,2,3,3,3,2,3,2,2.34
pots,3,1,3,3,2,2,3,3,2,2,3,2,1,2,3,2,4,2,1,2,2,3,3,2,2,2,2,3,2,3,3,2,2,3,3,2,1,3,2,4,3,3,2,2,3,3,3,2,3,2,1,3,2,2,3,3,2,2,1,2,3,2,1,4,2,1,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,3,3,2,1,2,3,2,1,3,1,2,1,3,3,2,3,4,2.32
rews,3,3,2,2,3,3,2,1,3,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,2,3,1,2,3,2,2,1,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,4,4,3,1,4,2,3,1,2,2,3,3,2,2,2,3,1,3,2,3,2,3,2,3,3,2,2,2,3,4,3,1,1,2,2,3,2,2,3,4,2,3,2.45
pots,1,2,2,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,3,2,2,3,2,3,2,3,3,3,2,1,2,1,2,2,2,3,3,2,3,3,2,3,1,2,2,3,2,1,3,1,2,2,2,2,4,3,1,2,4,2,3,2,2,2,2,3,1,3,1,3,1,2,2,3,3,2,3,3,3,1,2,2,2,3,3,2,2,2,2,2,2,2,2,4,2,3,2.3
rews,2,1,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,3,3,3,4,3,3,1,3,4,2,3,2,2,3,0,2,3,2,3,3,3,2,1,2,2,2,3,3,2,2,1,2,1,3,3,1,2,3,2,4,2,2,2,3,2,3,2,3,1,2,1,3,3,2,1,1,3,4,2,1,3,4,2,3,2,2,3,3,3,2,2,1,3,2,3,2,2,2,3,2,2,4,2,2.34
pots,2,3,2,3,2,2,3,3,2,1,2,2,2,3,3,2,2,2,3,2,4,1,3,2,3,4,2,3,2,2,3,1,4,2,1,1,3,2,2,3,1,2,3,2,3,2,2,1,2,1,3,2,2,1,3,2,4,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,1,3,2,2,2,3,2,2,3,2,1,2,1,1,3,2,3,4,2,3,2,2,2,1,3,2.32
rews,2,1,2,3,1,2,2,3,2,1,1,2,3,2,3,4,2,2,3,1,3,3,2,4,3,2,2,3,2,2,2,1,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,3,3,2,3,2,0,2,2,2,3,4,3,1,3,3,2,2,2,3,3,1,3,4,2,2,2,2,2,2,3,2,1,3,3,1,4,2,1,2,4,2,2,2,2,1,2,2,3,3,3,3,1,2,2.28
pots,2,1,2,1,2,2,2,3,2,1,3,2,2,2,3,2,2,2,3,1,3,3,2,4,2,2,2,2,2,2,3,2,2,3,2,3,1,1,3,1,1,3,1,2,2,3,2,3,3,2,2,2,1,2,2,2,3,3,2,3,3,3,2,2,2,3,3,1,3,4,2,2,2,2,2,2,3,2,2,3,1,2,4,2,3,2,4,2,2,3,2,1,2,3,3,3,2,2,2,2,2.24
rews,3,1,2,3,2,3,2,4,2,2,3,3,1,1,3,2,3,3,3,2,3,3,4,2,2,2,1,2,3,2,1,3,2,3,3,2,3,1,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,4,2,4,2,2,4,2,3,3,2,3,2,3,2,3,1,3,2,2,4,2,2,1,3,2,1,3,2,2,2,2,3,2,3,2.33
pots,3,2,3,2,2,2,3,4,2,2,3,1,2,3,2,2,3,3,2,2,3,3,4,2,3,1,2,2,1,2,3,3,2,3,3,2,2,3,1,3,2,3,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,4,2,2,2,2,3,2,3,3,3,3,2,3,3,2,1,3,3,1,3,2,2,1,2,2,1,1,2,2,2,1,3,1,3,2.27
